Time stamp(sec),adc1,adc2
0.04064599999401253,0.007879205048084259,0.0023637614212930202
0.0,0.00852217711508274,0.0015494867693632841
0.0,0.007775949314236641,0.002413225593045354
0.0,0.007769142743200064,0.0017543225549161434
0.0,0.006936466321349144,0.0007431927951984107
0.0,0.007249111775308847,0.0002788119891192764
0.0,0.007707318291068077,0.0013288480695337057
0.0,0.00794853363186121,0.0015897066332399845
0.0,0.007872338406741619,0.001574467634782195
0.0,0.007534418720752001,0.001039230148307979
0.0,0.0063033634796738625,0.0
0.0,0.006528988014906645,0.0002611595264170319
0.0,0.009401743300259113,0.003395073814317584
0.0,0.007599992211908102,0.0018344809068366885
0.0,0.00684356689453125,0.0
0.0,0.007619887590408325,0.0007882642094045877
0.0,0.009692324325442314,0.0026195470709353685
0.0,0.007109888829290867,0.0
0.0,0.007636547088623047,0.0005266584339551628
0.0,0.007619887590408325,0.0013137736823409796
0.04114679999474902,0.008202112279832363,0.0024854885414242744
0.0,0.007636101450771093,0.0012726836139336228
0.0,0.00775523204356432,0.0005348435952328146
0.0,0.007464714348316193,0.0016855807043612003
0.0,0.008327051997184753,0.0016116874758154154
0.0,0.008312605321407318,0.00257977400906384
0.0,0.007350718602538109,0.0007875770097598433
0.0,0.006834937259554863,0.0007594374474138021
0.0,0.006728870328515768,0.0005176053964532912
0.0,0.008375264704227448,0.0015703621320426464
0.0,0.00814539659768343,0.0015765284188091755
0.0,0.00784158706665039,0.0015683174133300781
0.0,0.00785181112587452,0.002093816176056862
0.0,0.007616564631462097,0.0018384810537099838
0.0,0.006837589666247368,0.0005259684403426945
0.0,0.00786891020834446,0.0018360789399594069
0.0,0.007606612518429756,0.0010491879656910896
0.0,0.00840082112699747,0.0015751540195196867
0.0,0.007357132621109486,0.0007882642094045877
0.0,0.008933661505579948,0.0015765284188091755
0.041207999995094724,0.009432234801352024,0.003144078189507127
0.0,0.007378445938229561,0.0010177167132496834
0.0,0.008654247969388962,0.0017817569896578789
0.0,0.0096176378428936,0.0016972302692010999
0.0,0.008185221813619137,0.0019842961337417364
0.0,0.008231592364609241,0.0010621409164741635
0.0,0.007670193910598755,0.0007422767812386155
0.0,0.007837636396288872,0.0012641348876059055
0.0,0.006777551956474781,0.0004841108457185328
0.0,0.009172404184937477,0.002620687009766698
0.0,0.00788264162838459,0.0010510189458727837
0.0,0.006831623148173094,0.0
0.0,0.008415495045483112,0.0013149210717529058
0.0,0.007360344287008047,0.0007886083330959082
0.0,0.00684356689453125,0.000263214111328125
0.0,0.008393503725528717,0.001311484957113862
0.0,0.009450923651456833,0.0023627309128642082
