Time stamp(sec),adc1,adc2
230.650997,0.008002250455319881,0.0007744113681837916
0.0,0.009027061052620411,0.0028370763175189495
0.0,0.008667247369885445,0.0019571203738451004
0.0,0.006930764298886061,0.0007425819057971239
0.0,0.007795908022671938,0.0019489770056679845
0.0,0.008141733705997467,0.001781004248186946
0.0,0.008713170886039734,0.0025626972783356905
0.0,0.006945883855223656,0.001029019826091826
0.0,0.007724248804152012,0.0010298998095095158
0.0,0.006688628811389208,0.0018007847247645259
0.0,0.00768482219427824,0.001536964438855648
0.0,0.00616884883493185,0.00025703536812216043
0.0,0.0071939206682145596,0.0017984801670536399
0.0,0.007711061276495457,0.0012851768406108022
0.0,0.006951823830604553,0.0007724248571321368
0.0,0.008739202283322811,0.001799247576855123
0.0,0.008996238000690937,0.0028273891657590866
0.0,0.007707771845161915,0.0010277029359713197
0.0,0.007711061276495457,0.003084424417465925
0.0,0.00795451644808054,0.0010263891890645027
230.657996,0.008033030666410923,0.0021908266935497522
0.0,0.008636991493403912,0.002093816176056862
0.0,0.006884029600769281,0.0007121409871615469
0.0,0.00711611146107316,0.0015813581412658095
0.0,0.009567946195602417,0.0016402193577960134
0.0,0.008058438077569008,0.0013430729741230607
0.0,0.0064341225661337376,0.0
0.0,0.007707771845161915,0.0017984801670536399
0.0,0.006677220109850168,0.0005136323161423206
0.0,0.00797831267118454,0.0010294596431776881
0.0,0.008731748908758163,0.001540896948426962
0.0,0.008988565765321255,0.0028249777387827635
0.0,0.00797831267118454,0.0020589192863553762
0.0,0.007460393942892551,0.0018007847247645259
0.0,0.006677220109850168,0.000770448474213481
0.0,0.006179398857057095,0.0012873747618868947
0.0,0.006184686906635761,0.0
0.0,0.008471321314573288,0.0030804802663624287
0.0,0.008980905637145042,0.003079167567193508
0.0,0.00821811705827713,0.001540896948426962
230.664996,0.009656070731580257,0.0030492853838950396
0.0,0.0075943744741380215,0.0020251665264368057
0.0,0.009094960987567902,0.002703907433897257
0.0,0.007421896792948246,0.001325338613241911
0.0,0.007234789431095123,0.0022452794946730137
0.0,0.007578673306852579,0.0010826676152646542
0.0,0.007711061276495457,0.0010281414724886417
0.0,0.008969441056251526,0.0025626972783356905
0.0,0.007961301133036613,0.0017977131064981222
0.0,0.006697212345898151,0.0010303403250873089
0.0,0.007971499115228653,0.001800015801563859
0.0,0.0071939206682145596,0.0015415544621646404
0.0,0.0074635823257267475,0.0012868245830759406
0.0,0.006176757626235485,0.0
0.0,0.0077044847421348095,0.001540896948426962
0.0,0.007971499115228653,0.001800015801563859
0.0,0.006174119189381599,0.0007717648986726999
0.0,0.0069399550557136536,0.0005140707362443209
0.0,0.007691365201026201,0.0020510307513177395
0.0,0.008984734304249287,0.0028237737715244293
230.671996,0.007834785617887974,0.002089276211336255
0.0,0.007359790150076151,0.0015227152034640312
0.0,0.00854416098445654,0.0012945698108524084
0.0,0.0075185252353549,0.0012530875392258167
0.0,0.007356690242886543,0.0012683948734775186
0.0,0.00938546285033226,0.00156424380838871
0.0,0.008228643797338009,0.0020571609493345022
0.0,0.00718166446313262,0.0015389281325042248
0.0,0.007770759519189596,0.001813177252188325
0.0,0.00853682029992342,0.002069532172754407
0.0,0.006746265105903149,0.0007784152403473854
0.0,0.007998822256922722,0.0015481591690331697
0.0,0.008569952100515366,0.00259695528075099
0.0,0.0069399550557136536,0.0015422122087329626
0.0,0.0066857729107141495,0.0002571451186668128
0.0,0.007957907393574715,0.0015402401331812143
0.0,0.0074476683512330055,0.0012840807903558016
0.0,0.007652273401618004,0.0017855304758995771
0.0,0.006694348528981209,0.0
0.0,0.0074476683512330055,0.0020545292645692825
230.679,0.005361132323741913,0.0
0.0,0.007273961789906025,0.001254131319001317
0.0,0.00685469526797533,0.0012240526266396046
0.0,0.009738249704241753,0.0015376184601336718
0.0,0.007856291718780994,0.0012275455519557
0.0,0.0068078613840043545,0.0010473632719367743
0.0,0.008214614354074001,0.0017969468608498573
0.0,0.009257224388420582,0.0030857413075864315
0.0,0.007701200898736715,0.0017969468608498573
0.0,0.006934036500751972,0.0012840807903558016
0.0,0.006665850058197975,0.0020510307513177395
0.0,0.00897325947880745,0.002820167224854231
0.0,0.0072031388990581036,0.001286274753510952
0.0,0.0074667735025286674,0.0020597996190190315
0.0,0.008242722600698471,0.0018030955689027905
0.0,0.00800568237900734,0.00103299121838063
0.0,0.007482769433408976,0.0010321061126887798
0.0,0.008288810029625893,0.0025902530178427696
0.0,0.009015478193759918,0.0028334357775747776
0.0,0.006688628811389208,0.0007717648986726999
230.685995,0.007356690242886543,0.0
0.0,0.007900656200945377,0.0025485989172011614
0.0,0.0070604924112558365,0.0015689983265474439
0.0,0.0076971277594566345,0.002123345620930195
0.0,0.007749333046376705,0.0011070475447922945
0.0,0.007592323236167431,0.0010846175719052553
0.0,0.007961301133036613,0.0017977131064981222
0.0,0.00804015900939703,0.0012967998627573252
0.0,0.008984734304249287,0.0028237737715244293
0.0,0.0069726905785501,0.000516495609190315
0.0,0.00769791891798377,0.001539583783596754
0.0,0.008977080695331097,0.0028213681653141975
0.0,0.007444494403898716,0.0010268267942592502
0.0,0.006182041950523853,0.0
0.0,0.008478549309074879,0.0017984801670536399
0.0,0.008271023631095886,0.0020677559077739716
0.0,0.00848216749727726,0.0020562829449772835
0.0,0.007701200898736715,0.0012835335219278932
0.0,0.008485788479447365,0.0010285804746672511
0.0,0.008724307641386986,0.0028225702699273825
230.692994,0.00931036937981844,0.003675145795568824
0.0,0.00774411391466856,0.0015488227363675833
0.0,0.006575137376785278,0.00048704721848480403
0.0,0.007879205048084259,0.001050560618750751
0.0,0.008007138967514038,0.001455843448638916
0.0,0.007029967848211527,0.0007811075774952769
0.0,0.007206217385828495,0.0012868245830759406
0.0,0.007454025559127331,0.0007711061043664813
0.0,0.00872802734375,0.0023103603161871433
